# #1 
#  double data(52560,2)
1.404026712837002124e+05 3.000000000000000000e+00
1.410026826994425210e+05 1.000000000000000000e+00
1.416026941151848296e+05 1.000000000000000000e+00
1.422027055309271382e+05 1.000000000000000000e+00
1.428027169466694468e+05 1.000000000000000000e+00
1.434027283624117554e+05 1.000000000000000000e+00
1.440027397781540640e+05 1.000000000000000000e+00
1.446027511938963726e+05 1.000000000000000000e+00
1.452027626096386812e+05 1.000000000000000000e+00
1.458027740253809898e+05 1.000000000000000000e+00
1.464027854411232984e+05 1.000000000000000000e+00
1.470027968568656070e+05 1.000000000000000000e+00
1.476028082726079156e+05 1.000000000000000000e+00
1.482028196883502242e+05 1.000000000000000000e+00
1.488028311040925328e+05 1.000000000000000000e+00
1.494028425198348414e+05 1.000000000000000000e+00
1.500028539355771500e+05 1.000000000000000000e+00
1.506028653513194586e+05 1.000000000000000000e+00
1.512028767670617672e+05 1.000000000000000000e+00
1.518028881828040758e+05 1.000000000000000000e+00
1.524028995985463844e+05 1.000000000000000000e+00
1.530029110142886930e+05 1.000000000000000000e+00
1.536029224300310016e+05 1.000000000000000000e+00
1.542029338457733102e+05 1.000000000000000000e+00
1.548029452615156188e+05 2.000000000000000000e+00
1.554029566772579274e+05 2.000000000000000000e+00
1.560029680930002360e+05 2.000000000000000000e+00
1.566029795087425446e+05 2.000000000000000000e+00
1.572029909244848532e+05 2.000000000000000000e+00
1.578030023402271618e+05 2.000000000000000000e+00
1.584030137559694704e+05 2.000000000000000000e+00
1.590030251717117790e+05 2.000000000000000000e+00
1.596030365874540876e+05 2.000000000000000000e+00
1.602030480031963962e+05 2.000000000000000000e+00
1.608030594189387048e+05 2.000000000000000000e+00
1.614030708346810134e+05 2.000000000000000000e+00
1.620030822504233220e+05 2.000000000000000000e+00
1.626030936661656306e+05 2.000000000000000000e+00
1.632031050819079392e+05 2.000000000000000000e+00
1.638031164976502478e+05 2.000000000000000000e+00
1.644031279133925564e+05 2.000000000000000000e+00
1.650031393291348650e+05 2.000000000000000000e+00
1.656031507448771736e+05 2.000000000000000000e+00
1.662031621606194822e+05 2.000000000000000000e+00
1.668031735763617908e+05 2.000000000000000000e+00
1.674031849921040994e+05 2.000000000000000000e+00
1.680031964078464080e+05 2.000000000000000000e+00
1.686032078235887166e+05 2.000000000000000000e+00
1.692032192393310252e+05 2.000000000000000000e+00
1.698032306550733338e+05 2.000000000000000000e+00
1.704032420708156424e+05 2.000000000000000000e+00
1.710032534865579510e+05 2.000000000000000000e+00
1.716032649023002596e+05 2.000000000000000000e+00
1.722032763180425682e+05 2.000000000000000000e+00
1.728032877337848768e+05 2.000000000000000000e+00
1.734032991495271854e+05 2.000000000000000000e+00
1.740033105652694940e+05 2.000000000000000000e+00
1.746033219810118026e+05 2.000000000000000000e+00
1.752033333967541112e+05 2.000000000000000000e+00
1.758033448124964198e+05 2.000000000000000000e+00
1.764033562282387284e+05 2.000000000000000000e+00
1.770033676439810370e+05 2.000000000000000000e+00
1.776033790597233456e+05 2.000000000000000000e+00
1.782033904754656542e+05 2.000000000000000000e+00
1.788034018912079628e+05 2.000000000000000000e+00
1.794034133069502714e+05 2.000000000000000000e+00
1.800034247226925800e+05 2.000000000000000000e+00
1.806034361384348886e+05 1.000000000000000000e+00
1.812034475541771972e+05 1.000000000000000000e+00
1.818034589699195058e+05 1.000000000000000000e+00
1.824034703856618144e+05 1.000000000000000000e+00
1.830034818014041230e+05 3.000000000000000000e+00
1.836034932171464316e+05 3.000000000000000000e+00
1.842035046328887402e+05 3.000000000000000000e+00
1.848035160486310488e+05 3.000000000000000000e+00
1.854035274643733574e+05 3.000000000000000000e+00
1.860035388801156660e+05 3.000000000000000000e+00
1.866035502958579746e+05 3.000000000000000000e+00
1.872035617116002832e+05 3.000000000000000000e+00
1.878035731273425918e+05 3.000000000000000000e+00
1.884035845430849004e+05 3.000000000000000000e+00
1.890035959588272090e+05 3.000000000000000000e+00
1.896036073745695176e+05 3.000000000000000000e+00
1.902036187903118262e+05 3.000000000000000000e+00
1.908036302060541348e+05 3.000000000000000000e+00
1.914036416217964434e+05 3.000000000000000000e+00
1.920036530375387520e+05 3.000000000000000000e+00
1.926036644532810606e+05 3.000000000000000000e+00
1.932036758690233692e+05 3.000000000000000000e+00
1.938036872847656778e+05 3.000000000000000000e+00
1.944036987005079864e+05 3.000000000000000000e+00
1.950037101162502950e+05 3.000000000000000000e+00
1.956037215319926036e+05 3.000000000000000000e+00
1.962037329477349122e+05 3.000000000000000000e+00
1.968037443634772208e+05 3.000000000000000000e+00
1.974037557792195294e+05 3.000000000000000000e+00
1.980037671949618380e+05 3.000000000000000000e+00
1.986037786107041466e+05 3.000000000000000000e+00
1.992037900264464552e+05 3.000000000000000000e+00
1.998038014421887638e+05 3.000000000000000000e+00
2.004038128579310724e+05 3.000000000000000000e+00
2.010038242736733810e+05 3.000000000000000000e+00
2.016038356894156896e+05 3.000000000000000000e+00
2.022038471051579982e+05 3.000000000000000000e+00
2.028038585209003068e+05 3.000000000000000000e+00
2.034038699366426154e+05 3.000000000000000000e+00
2.040038813523849240e+05 3.000000000000000000e+00
2.046038927681272326e+05 3.000000000000000000e+00
2.052039041838695412e+05 3.000000000000000000e+00
2.058039155996118498e+05 3.000000000000000000e+00
2.064039270153541584e+05 3.000000000000000000e+00
2.070039384310964670e+05 3.000000000000000000e+00
2.076039498468387756e+05 3.000000000000000000e+00
2.082039612625810842e+05 3.000000000000000000e+00
2.088039726783233928e+05 3.000000000000000000e+00
2.094039840940657014e+05 3.000000000000000000e+00
2.100039955098080100e+05 3.000000000000000000e+00
2.106040069255503186e+05 3.000000000000000000e+00
2.112040183412926272e+05 3.000000000000000000e+00
2.118040297570349358e+05 3.000000000000000000e+00
2.124040411727772444e+05 3.000000000000000000e+00
2.130040525885195530e+05 3.000000000000000000e+00
2.136040640042618616e+05 3.000000000000000000e+00
2.142040754200041702e+05 3.000000000000000000e+00
2.148040868357464788e+05 3.000000000000000000e+00
2.154040982514887874e+05 3.000000000000000000e+00
2.160041096672310960e+05 3.000000000000000000e+00
2.166041210829734046e+05 3.000000000000000000e+00
2.172041324987157132e+05 3.000000000000000000e+00
2.178041439144580218e+05 3.000000000000000000e+00
2.184041553302003304e+05 3.000000000000000000e+00
2.190041667459426390e+05 3.000000000000000000e+00
2.196041781616849476e+05 3.000000000000000000e+00
2.202041895774272562e+05 3.000000000000000000e+00
2.208042009931695648e+05 3.000000000000000000e+00
2.214042124089118734e+05 3.000000000000000000e+00
2.220042238246541820e+05 3.000000000000000000e+00
2.226042352403964906e+05 3.000000000000000000e+00
2.232042466561387992e+05 3.000000000000000000e+00
2.238042580718811078e+05 3.000000000000000000e+00
2.244042694876234164e+05 3.000000000000000000e+00
2.250042809033657250e+05 3.000000000000000000e+00
2.256042923191080336e+05 3.000000000000000000e+00
2.262043037348503422e+05 3.000000000000000000e+00
2.268043151505926508e+05 3.000000000000000000e+00
2.274043265663349594e+05 1.000000000000000000e+00
2.280043379820772680e+05 1.000000000000000000e+00
2.286043493978195766e+05 1.000000000000000000e+00
2.292043608135618852e+05 1.000000000000000000e+00
2.298043722293041938e+05 1.000000000000000000e+00
2.304043836450465024e+05 1.000000000000000000e+00
2.310043950607888110e+05 1.000000000000000000e+00
2.316044064765311196e+05 1.000000000000000000e+00
2.322044178922734282e+05 1.000000000000000000e+00
2.328044293080157368e+05 1.000000000000000000e+00
2.334044407237580454e+05 1.000000000000000000e+00
2.340044521395003540e+05 1.000000000000000000e+00
2.346044635552426626e+05 1.000000000000000000e+00
2.352044749709849712e+05 1.000000000000000000e+00
2.358044863867272798e+05 1.000000000000000000e+00
2.364044978024695884e+05 1.000000000000000000e+00
2.370045092182118970e+05 1.000000000000000000e+00
2.376045206339542056e+05 1.000000000000000000e+00
2.382045320496965142e+05 1.000000000000000000e+00
2.388045434654388228e+05 1.000000000000000000e+00
2.394045548811811313e+05 1.000000000000000000e+00
2.400045662969234399e+05 1.000000000000000000e+00
2.406045777126657485e+05 1.000000000000000000e+00
2.412045891284080571e+05 2.000000000000000000e+00
2.418046005441503657e+05 2.000000000000000000e+00
2.424046119598926743e+05 2.000000000000000000e+00
2.430046233756349829e+05 2.000000000000000000e+00
2.436046347913772915e+05 2.000000000000000000e+00
2.442046462071196001e+05 2.000000000000000000e+00
2.448046576228619087e+05 2.000000000000000000e+00
2.454046690386042173e+05 2.000000000000000000e+00
2.460046804543465259e+05 2.000000000000000000e+00
2.466046918700888345e+05 2.000000000000000000e+00
2.472047032858311431e+05 2.000000000000000000e+00
2.478047147015734517e+05 2.000000000000000000e+00
2.484047261173157603e+05 2.000000000000000000e+00
2.490047375330580689e+05 2.000000000000000000e+00
2.496047489488003775e+05 2.000000000000000000e+00
2.502047603645426861e+05 2.000000000000000000e+00
2.508047717802849947e+05 2.000000000000000000e+00
2.514047831960273033e+05 2.000000000000000000e+00
2.520047946117696119e+05 2.000000000000000000e+00
2.526048060275119205e+05 2.000000000000000000e+00
2.532048174432542291e+05 2.000000000000000000e+00
2.538048288589965377e+05 2.000000000000000000e+00
2.544048402747388463e+05 2.000000000000000000e+00
2.550048516904811549e+05 2.000000000000000000e+00
2.556048631062234635e+05 2.000000000000000000e+00
2.562048745219657721e+05 2.000000000000000000e+00
2.568048859377080807e+05 2.000000000000000000e+00
2.574048973534503893e+05 2.000000000000000000e+00
2.580049087691926979e+05 2.000000000000000000e+00
2.586049201849350065e+05 2.000000000000000000e+00
2.592049316006773151e+05 2.000000000000000000e+00
2.598049430164196237e+05 2.000000000000000000e+00
2.604049544321619323e+05 2.000000000000000000e+00
2.610049658479042409e+05 2.000000000000000000e+00
2.616049772636465495e+05 2.000000000000000000e+00
2.622049886793888872e+05 2.000000000000000000e+00
2.628050000951311667e+05 2.000000000000000000e+00
2.634050115108734462e+05 2.000000000000000000e+00
2.640050229266157839e+05 2.000000000000000000e+00
2.646050343423581216e+05 2.000000000000000000e+00
2.652050457581004011e+05 2.000000000000000000e+00
2.658050571738426806e+05 2.000000000000000000e+00
2.664050685895850183e+05 2.000000000000000000e+00
2.670050800053273560e+05 1.000000000000000000e+00
2.676050914210696355e+05 1.000000000000000000e+00
2.682051028368119150e+05 1.000000000000000000e+00
2.688051142525542527e+05 1.000000000000000000e+00
2.694051256682965904e+05 3.000000000000000000e+00
2.700051370840388699e+05 3.000000000000000000e+00
2.706051484997811494e+05 3.000000000000000000e+00
2.712051599155234871e+05 3.000000000000000000e+00
2.718051713312658248e+05 3.000000000000000000e+00
2.724051827470081043e+05 3.000000000000000000e+00
2.730051941627503838e+05 3.000000000000000000e+00
2.736052055784927215e+05 3.000000000000000000e+00
2.742052169942350592e+05 3.000000000000000000e+00
2.748052284099773387e+05 3.000000000000000000e+00
2.754052398257196182e+05 3.000000000000000000e+00
2.760052512414619559e+05 3.000000000000000000e+00
2.766052626572042936e+05 3.000000000000000000e+00
2.772052740729465731e+05 3.000000000000000000e+00
2.778052854886888526e+05 3.000000000000000000e+00
2.784052969044311903e+05 3.000000000000000000e+00
2.790053083201735280e+05 3.000000000000000000e+00
2.796053197359158075e+05 3.000000000000000000e+00
2.802053311516580870e+05 3.000000000000000000e+00
2.808053425674004247e+05 3.000000000000000000e+00
2.814053539831427624e+05 3.000000000000000000e+00
2.820053653988850419e+05 3.000000000000000000e+00
2.826053768146273214e+05 3.000000000000000000e+00
2.832053882303696591e+05 3.000000000000000000e+00
2.838053996461119968e+05 3.000000000000000000e+00
2.844054110618542763e+05 3.000000000000000000e+00
2.850054224775965558e+05 3.000000000000000000e+00
2.856054338933388935e+05 3.000000000000000000e+00
2.862054453090812312e+05 3.000000000000000000e+00
2.868054567248235107e+05 3.000000000000000000e+00
2.874054681405657902e+05 3.000000000000000000e+00
2.880054795563081279e+05 3.000000000000000000e+00
2.886054909720504656e+05 3.000000000000000000e+00
2.892055023877927451e+05 3.000000000000000000e+00
2.898055138035350246e+05 3.000000000000000000e+00
2.904055252192773623e+05 3.000000000000000000e+00
2.910055366350197000e+05 3.000000000000000000e+00
2.916055480507619795e+05 3.000000000000000000e+00
2.922055594665042590e+05 3.000000000000000000e+00
2.928055708822465967e+05 3.000000000000000000e+00
2.934055822979889344e+05 3.000000000000000000e+00
2.940055937137312139e+05 3.000000000000000000e+00
2.946056051294734934e+05 3.000000000000000000e+00
2.952056165452158311e+05 3.000000000000000000e+00
2.958056279609581688e+05 3.000000000000000000e+00
2.964056393767004483e+05 3.000000000000000000e+00
2.970056507924427278e+05 3.000000000000000000e+00
2.976056622081850655e+05 3.000000000000000000e+00
2.982056736239274032e+05 3.000000000000000000e+00
2.988056850396696827e+05 3.000000000000000000e+00
2.994056964554119622e+05 3.000000000000000000e+00
3.000057078711542999e+05 3.000000000000000000e+00
3.006057192868966376e+05 3.000000000000000000e+00
3.012057307026389171e+05 3.000000000000000000e+00
3.018057421183811966e+05 3.000000000000000000e+00
3.024057535341235343e+05 3.000000000000000000e+00
3.030057649498658720e+05 3.000000000000000000e+00
3.036057763656081515e+05 3.000000000000000000e+00
3.042057877813504310e+05 3.000000000000000000e+00
3.048057991970927687e+05 3.000000000000000000e+00
3.054058106128351064e+05 3.000000000000000000e+00
3.060058220285773859e+05 3.000000000000000000e+00
3.066058334443196654e+05 3.000000000000000000e+00
3.072058448600620031e+05 3.000000000000000000e+00
3.078058562758043408e+05 3.000000000000000000e+00
3.084058676915466203e+05 3.000000000000000000e+00
3.090058791072888998e+05 3.000000000000000000e+00
3.096058905230312375e+05 3.000000000000000000e+00
3.102059019387735752e+05 3.000000000000000000e+00
3.108059133545158547e+05 3.000000000000000000e+00
3.114059247702581342e+05 3.000000000000000000e+00
3.120059361860004719e+05 3.000000000000000000e+00
3.126059476017428096e+05 3.000000000000000000e+00
3.132059590174850891e+05 3.000000000000000000e+00
3.138059704332273686e+05 1.000000000000000000e+00
3.144059818489697063e+05 1.000000000000000000e+00
3.150059932647120440e+05 1.000000000000000000e+00
3.156060046804543235e+05 1.000000000000000000e+00
3.162060160961966030e+05 1.000000000000000000e+00
3.168060275119389407e+05 1.000000000000000000e+00
3.174060389276812784e+05 1.000000000000000000e+00
3.180060503434235579e+05 1.000000000000000000e+00
3.186060617591658374e+05 1.000000000000000000e+00
3.192060731749081751e+05 1.000000000000000000e+00
3.198060845906505128e+05 1.000000000000000000e+00
3.204060960063927923e+05 1.000000000000000000e+00
3.210061074221350718e+05 1.000000000000000000e+00
3.216061188378774095e+05 1.000000000000000000e+00
3.222061302536197472e+05 1.000000000000000000e+00
3.228061416693620267e+05 1.000000000000000000e+00
3.234061530851043062e+05 1.000000000000000000e+00
3.240061645008466439e+05 1.000000000000000000e+00
3.246061759165889816e+05 1.000000000000000000e+00
3.252061873323312611e+05 1.000000000000000000e+00
3.258061987480735406e+05 1.000000000000000000e+00
3.264062101638158783e+05 1.000000000000000000e+00
3.270062215795582160e+05 1.000000000000000000e+00
3.276062329953004955e+05 2.000000000000000000e+00
3.282062444110427750e+05 2.000000000000000000e+00
3.288062558267851127e+05 2.000000000000000000e+00
3.294062672425274504e+05 2.000000000000000000e+00
3.300062786582697299e+05 2.000000000000000000e+00
3.306062900740120094e+05 2.000000000000000000e+00
3.312063014897543471e+05 2.000000000000000000e+00
3.318063129054966848e+05 2.000000000000000000e+00
3.324063243212389643e+05 2.000000000000000000e+00
3.330063357369812438e+05 2.000000000000000000e+00
3.336063471527235815e+05 2.000000000000000000e+00
3.342063585684659192e+05 2.000000000000000000e+00
3.348063699842081987e+05 2.000000000000000000e+00
3.354063813999504782e+05 2.000000000000000000e+00
3.360063928156928159e+05 2.000000000000000000e+00
3.366064042314351536e+05 2.000000000000000000e+00
3.372064156471774331e+05 2.000000000000000000e+00
3.378064270629197126e+05 2.000000000000000000e+00
3.384064384786620503e+05 2.000000000000000000e+00
3.390064498944043880e+05 2.000000000000000000e+00
3.396064613101466675e+05 2.000000000000000000e+00
3.402064727258889470e+05 2.000000000000000000e+00
3.408064841416312847e+05 2.000000000000000000e+00
3.414064955573736224e+05 2.000000000000000000e+00
3.420065069731159019e+05 2.000000000000000000e+00
3.426065183888581814e+05 2.000000000000000000e+00
3.432065298046005191e+05 2.000000000000000000e+00
3.438065412203428568e+05 2.000000000000000000e+00
3.444065526360851363e+05 2.000000000000000000e+00
3.450065640518274158e+05 2.000000000000000000e+00
3.456065754675697535e+05 2.000000000000000000e+00
3.462065868833120912e+05 2.000000000000000000e+00
3.468065982990543707e+05 2.000000000000000000e+00
3.474066097147966502e+05 2.000000000000000000e+00
3.480066211305389879e+05 2.000000000000000000e+00
